-89 36 96 0 -90 44 69 48 -65 -49 -78 79 29 75 69 -68 80 -50 -59 -97 -28 94 -48 100 -9 83 -82 -68 33 -37 -93 -52 -18 24 -46 -93 -38 49 -66 -30 -16 -34 -61 90 32 91 34 -15 -57 2 72 82 -20 96 -15 -75 -28 19 -95 -7 32 17 9 37 58 1 20 -78 71 -70 -78 -47 -84 82 90 -23 63 -97 -42 -52 25 74 96 10 -73 -6 17 -5 89 30 -13 67 59 95 7 -92 67 50 20 47 =
-29 -98 71 -12 -8 -52 11 -85 52 10 76 39 54 -41 -76 41 42 -47 -5 -39 -77 -71 72 -24 -15 -23 17 -38 -81 1 -68 93 72 -33 -18 6 -4 29 -63 -60 -25 23 -82 34 26 66 6 -92 73 -52 73 62 8 47 -3 62 -31 -82 49 64 -44 85 -92 -11 -64 -3 23 -40 -81 -60 -67 36 5 -21 -32 -31 -80 -47 -45 31 -82 16 57 9 -27 75 -74 21 36 -20 -2 -21 -9 62 -39 10 -100 71 -32 73 <
89 87 37 -87 48 30 -5 44 -39 29 -92 99 99 -41 3 3 -79 96 -81 32 -28 -84 -85 -86 -56 30 47 8 0 -67 -48 91 3 35 -65 63 74 70 27 30 3 56 -21 -94 -44 -39 -43 -97 -9 11 -32 -58 64 -84 8 34 10 -39 -22 94 9 -4 78 1 -37 -11 -8 68 -30 -50 84 62 -40 31 65 6 -90 -45 -57 -61 -23 -69 -76 69 -64 -70 -82 67 -33 54 -92 57 -56 -71 -18 -81 67 15 1 -9 =
85 -96 -41 -72 69 -96 -24 55 17 55 -96 -95 11 51 32 -27 -14 12 -52 43 -75 91 -19 -46 4 -49 -92 -46 -48 -57 -12 24 27 -100 -50 -85 18 -79 48 -6 7 79 -32 -39 -58 75 -55 -42 100 55 14 94 -77 -9 95 87 49 84 1 -72 -20 -76 -38 -54 41 -81 -74 59 29 60 -12 39 -67 55 -47 65 99 81 -35 50 -26 -10 -49 -57 -87 -72 -52 -50 -69 -15 38 -91 -54 -54 47 42 6 -78 64 -30 >
-97 52 -75 85 61 -38 -42 54 -61 70 10 51 73 26 34 -45 36 -77 -97 17 83 -68 47 43 24 9 -96 -56 14 64 33 -82 53 64 87 -18 -56 -75 100 35 95 -50 39 -78 -33 76 11 77 -51 59 -32 39 10 53 -86 62 40 -24 99 -55 20 -82 96 47 23 65 -25 90 -61 56 -38 8 40 -23 -20 3 28 -36 52 12 65 66 86 -6 18 -65 -54 -12 89 11 62 92 -79 3 -12 -2 -11 82 77 -44 =
-28 5 84 -54 72 36 -37 -21 44 40 -17 -99 97 10 -85 25 37 -33 -91 -83 76 -1 18 13 -26 -75 -75 69 80 -73 12 84 80 20 92 64 -59 -95 -7 -90 82 -14 -78 48 -29 21 -4 -92 98 -75 -32 -70 -28 97 -21 64 -86 -83 -45 -27 -81 10 -77 1 -16 -95 68 -65 59 -73 -37 -28 -8 91 -38 50 -13 -12 70 50 -42 66 64 -19 50 -93 -39 70 -43 -43 -49 58 -58 -88 0 -89 -66 81 -95 -74 >
-33 0 59 -86 17 95 77 -57 11 60 -82 -83 88 -40 -70 -26 -69 88 -59 6 -10 -24 19 -11 24 15 -12 72 75 -7 60 -8 -32 -89 -21 -6 43 91 66 -11 42 39 -9 51 -53 5 -85 81 64 79 39 -71 24 -73 -11 82 -74 -66 28 -14 -40 -22 -37 93 70 -77 61 -74 -5 8 6 48 34 42 -30 -35 -76 17 93 -43 -67 60 58 -72 -78 40 -4 38 40 -36 -60 68 -14 -78 56 54 20 -87 18 8 >
41 57 27 -84 52 59 14 77 8 -2 64 -31 33 -73 -42 64 -29 -26 0 -31 77 11 63 20 -71 100 19 -48 55 -74 38 -62 -55 53 -77 50 63 -96 82 -54 -88 -20 78 14 -16 6 54 84 -98 2 -7 56 7 52 33 -98 -87 -22 9 -49 -37 -44 3 -49 -58 63 -4 -60 -56 55 35 -26 -21 -35 90 -95 -65 -85 87 -14 81 -39 70 -3 -100 70 -68 -8 -47 27 -59 -52 59 20 72 -75 -80 -84 48 98 <
85 -20 84 -41 21 -76 -27 -80 30 -26 -41 -9 69 32 44 11 -90 80 -56 -8 -61 97 24 -35 -89 -28 1 13 -70 -43 -50 -85 -2 -14 -93 -100 5 -37 73 47 9 64 31 45 -28 42 -82 44 30 -84 9 81 60 49 38 91 56 82 -65 -78 -45 -95 97 42 53 -23 73 78 98 20 7 -32 47 -26 -22 -90 86 -38 -8 -10 -4 80 35 -98 -23 -54 -14 19 -23 -41 91 52 -95 -56 11 74 83 -79 -25 33 <
-98 98 -65 8 -13 -53 36 92 11 66 64 -63 -37 16 64 -18 -3 -37 -61 41 21 -73 -52 74 1 -72 38 96 -47 -92 55 -19 5 -3 36 -44 56 -12 25 -97 35 -70 65 3 61 -8 -7 5 83 -12 91 98 -74 -66 -93 -28 20 0 -67 -1 56 -82 -68 -38 95 65 77 95 60 -89 54 11 21 -30 -60 80 87 -67 83 -20 98 47 -83 -8 66 -96 -16 -10 -91 -36 -91 -84 21 93 -34 -13 -6 -75 20 76 <
-60 24 87 -33 -4 26 53 96 18 6 68 -16 10 20 62 -70 58 90 -20 -1 -61 -34 -63 -77 92 48 -59 -80 -91 16 53 -79 -98 46 -18 49 -56 39 5 -46 -2 -90 -77 51 11 -73 -32 6 58 80 40 43 52 5 98 -18 6 -99 -1 11 -76 -32 38 56 -19 41 78 77 100 95 69 -43 -49 -60 -5 -79 36 24 61 -10 -26 66 6 -64 -99 92 1 -79 -73 -76 61 11 46 4 71 -36 98 -57 55 73 >
31 -19 0 0 -21 -70 27 -51 -56 -18 -20 62 11 -2 -11 -65 50 -63 17 -61 -34 46 5 -93 -53 99 43 -7 45 -60 32 46 -65 54 -5 -33 3 11 -57 -1 53 69 14 59 13 84 36 -8 13 26 92 85 -56 18 22 -85 -79 33 39 26 20 69 -99 12 -27 -13 -2 41 -99 -40 -4 12 93 -95 55 18 7 -71 33 -22 -12 -34 78 -45 -6 12 -13 82 73 4 -48 9 71 -73 -29 66 -95 -84 -18 -54 <
-48 -46 -98 -57 -48 -53 31 37 -75 -13 -12 -16 -39 -80 -10 -68 -63 -63 -76 -22 84 -32 86 -86 38 1 -40 -37 -64 70 -35 70 -61 -2 -1 72 33 -90 0 55 33 -10 -25 -5 82 -33 -30 49 -70 69 -14 90 78 -5 -24 17 -15 -39 37 -5 -8 -24 58 57 11 40 29 86 -89 8 75 -13 56 60 -40 -63 -47 -84 1 -82 85 -64 -31 57 -86 73 -26 -83 -88 28 -26 -26 -42 66 -92 -82 6 -41 25 -72 =
28 59 -29 52 -5 49 38 -37 64 88 -95 29 -35 13 84 -85 60 81 -94 -75 38 -63 -24 -46 -5 -83 52 49 37 88 87 -71 38 35 20 3 -39 17 -11 54 13 -20 -77 22 -82 -82 -19 0 -34 45 1 31 -40 -21 26 -9 79 46 89 -1 -36 15 -40 -5 1 83 6 52 84 -68 84 -82 -26 -68 79 -19 18 -11 -66 -72 10 44 -27 -52 75 -63 -52 1 -1 3 34 73 60 -17 -63 -77 -91 -97 17 61 >
31 56 -18 30 -76 -20 -35 -41 50 -36 -94 9 -22 -10 17 44 23 -72 -80 32 99 -12 -36 -35 -66 -49 13 97 71 9 18 -68 -8 -75 22 -76 -83 66 -86 -87 29 98 -19 -49 -33 51 -51 93 -24 57 -98 -79 -81 95 19 13 -43 -74 43 36 5 34 4 58 -99 -3 -50 -40 99 -26 -97 1 75 -30 27 93 -74 33 -57 -74 -32 81 53 -46 45 -30 53 94 64 -79 65 67 -55 32 49 -13 65 62 -82 -32 >
61 85 0 76 26 50 -53 -25 96 -84 18 -1 33 7 -39 92 -72 35 42 -75 55 -60 -18 -68 10 78 66 -36 85 -22 98 26 -16 -62 20 -67 -8 -67 -76 -18 -82 -4 -39 9 -54 -20 -89 1 88 87 -97 -99 92 -91 -95 13 24 80 76 -9 -79 2 56 40 -82 -33 -79 76 -58 90 -79 -35 26 -17 16 -62 -88 39 -11 18 -13 -46 0 -17 46 -58 0 -100 36 73 -1 -64 78 28 -53 41 29 -88 89 -62 >
59 16 -63 28 74 2 9 99 -81 35 78 -5 -15 56 -53 -20 91 -11 -19 -91 -79 -73 -48 71 -42 49 -73 25 -54 -50 -31 3 -87 -5 65 70 -51 -59 -65 35 -43 1 80 40 7 93 -88 55 66 36 -40 87 8 -36 -81 41 33 100 80 74 -59 98 60 15 94 2 6 57 21 17 24 27 -27 28 -71 -8 43 -12 -2 47 47 -75 -34 -60 73 -28 46 27 -5 -11 98 63 4 -51 50 -50 -28 -13 -66 21 =
93 52 -42 -51 83 27 42 81 -57 99 -81 85 -29 -17 -23 -78 -1 93 -66 91 -28 -51 18 -47 26 -30 60 55 -34 65 17 -81 -35 -86 52 -67 56 -76 -84 -55 69 -70 -80 94 -84 -93 51 -91 8 -21 -72 -5 -29 46 56 -70 -68 71 -72 68 91 90 25 -21 33 2 -72 48 -4 -8 64 45 75 47 89 6 15 -74 -93 38 -42 41 15 -76 -89 79 36 29 -58 12 -67 -54 41 47 -44 -70 24 82 -94 -67 =
8 -84 -51 28 85 1 55 80 -22 79 -16 -34 -44 -9 -1 33 57 -33 -79 26 48 -4 52 -33 21 46 -69 49 30 60 -24 54 21 -2 -93 -72 61 -33 -62 85 33 -41 40 -18 14 -9 -8 13 94 89 -76 -45 -98 74 42 48 -15 79 -17 -79 -85 91 17 26 -56 -15 37 -82 51 91 -97 92 27 64 20 23 81 33 -51 -18 -50 6 -68 -11 -77 -6 -69 -86 -29 43 51 -12 -72 -38 -98 65 82 -85 89 -22 <
-14 56 70 -71 -66 -72 -93 -66 -82 65 84 74 91 98 45 92 71 69 85 -26 5 40 -39 -49 -92 96 77 60 26 16 14 75 30 -77 -11 20 -44 -12 -41 -47 -2 -20 -78 -68 3 72 98 -26 37 -19 -31 26 -18 13 39 19 -39 -79 51 -80 -64 -47 53 -27 -11 16 -63 -56 -80 -98 91 3 -82 20 99 -88 28 -70 -60 89 -91 -4 63 92 -2 51 -87 -40 23 -58 29 -44 52 49 -57 -68 56 65 64 39 <
-14 3 42 -15 80 57 -11 -97 24 -6 50 -54 -43 -96 -65 -43 12 35 -70 94 -5 0 -16 6 74 -47 -57 -74 99 -57 93 21 82 70 85 21 45 -32 8 87 -35 45 -5 81 -18 -48 -82 -55 6 79 99 11 -3 -88 43 8 -93 -90 -16 -25 68 18 74 -60 87 64 -93 41 -88 9 -63 26 -47 -45 2 39 62 -74 -93 -21 -10 1 91 -36 45 -74 -29 60 4 -64 50 -97 -11 -36 0 -52 -82 11 85 92 >
-34 -71 76 -90 56 -12 37 -32 78 26 66 1 -23 -95 30 31 65 85 100 13 -74 -2 66 2 38 42 8 -62 -33 26 79 -62 55 -93 -30 -35 -64 8 100 92 7 82 38 -77 -53 -99 -71 -38 27 -3 -55 89 -89 13 29 65 10 32 -40 -40 -63 7 97 64 76 29 46 40 -38 44 11 -5 -99 4 55 -85 32 73 27 -93 100 34 26 74 11 51 -63 80 -66 -63 -78 52 36 40 14 56 -1 -2 47 16 >
-2 -4 38 -48 -71 0 29 99 -88 81 -16 58 14 -83 39 40 -94 -30 -54 -40 99 -83 -25 92 -34 -70 -36 51 84 65 30 -67 94 53 29 52 -51 75 42 51 75 10 -72 20 -89 -68 54 81 76 24 20 -92 -81 -85 -16 -99 -59 -15 85 -82 65 44 -65 31 31 5 -67 31 68 23 52 88 25 -25 85 -18 -13 -98 -60 50 -77 62 15 25 -81 -20 11 18 -71 -4 -59 -86 45 -86 -21 90 -56 36 59 96 =
-80 -49 32 -91 74 79 -7 5 44 13 59 10 30 75 5 -56 -84 54 -33 -74 -92 50 21 24 44 -33 74 -65 -81 31 18 75 63 -27 20 -97 19 -35 85 -45 15 -26 89 30 -89 71 60 -12 45 -42 -25 -92 35 -47 27 82 12 90 -44 35 -19 -89 87 35 -44 -82 -71 -42 26 -16 -58 -86 64 -83 83 51 -54 73 100 24 -85 95 -37 33 17 69 47 -61 -79 31 -84 31 -82 24 34 16 -15 -48 -19 86 <
10 -87 -99 -12 -75 66 -75 -31 -2 66 -33 2 -53 -88 16 3 64 13 -18 3 -33 -56 -18 -90 62 87 27 -47 98 -44 -47 -29 -43 93 52 97 -78 7 -36 -19 32 -25 -94 -73 -61 79 -33 47 -29 41 67 -6 44 -88 90 41 -41 -95 -23 -72 84 -95 -17 52 -99 45 24 -18 -20 -80 19 42 -56 35 73 19 22 72 -3 -86 -91 -59 69 -36 -75 -57 42 1 98 56 -72 -35 -87 -47 24 53 -73 61 -24 28 >
-42 84 83 42 32 -29 -76 -39 67 -62 63 4 -91 -89 -40 -99 -19 13 -38 -82 34 26 -29 -37 -65 -19 -25 -63 -66 -13 53 -88 26 -55 96 -42 -67 -54 69 -53 -39 87 -9 -98 -48 -32 -84 -2 -69 3 -40 94 95 -41 61 24 44 -11 -70 -41 65 -83 -47 -14 -74 -88 95 -39 91 -63 -27 -54 66 -21 17 76 -96 -54 -95 15 82 100 -63 -46 -38 -47 94 -10 -21 -15 -30 -51 -73 11 -92 48 -57 14 -3 5 =
-8 57 -44 -72 75 97 56 -97 16 -13 -56 3 -87 -63 -29 41 61 -70 -68 19 34 -69 86 -16 -26 -1 25 -93 28 61 84 -15 28 34 -33 84 -32 -87 -4 72 89 -59 90 -10 -68 61 -98 -55 43 97 49 56 -76 66 21 -96 45 78 -92 -14 99 -28 1 -68 49 84 24 -67 -20 98 -91 4 -89 -28 71 23 -60 38 -63 4 -94 -69 -43 -96 43 84 -10 46 -29 45 -88 60 -28 48 -96 57 51 3 -100 37 =
64 11 -65 -17 45 37 5 -92 -85 83 -21 -85 86 -12 55 -97 30 -99 9 -45 -57 -69 7 -85 -95 78 -21 10 94 -48 42 66 95 -46 22 -87 -26 -21 -53 6 25 4 72 -73 -77 -73 96 -18 8 9 52 -21 -38 63 85 62 -90 34 52 -69 33 -11 32 -33 -9 31 -4 -10 57 -81 20 94 -97 44 -81 89 73 15 -13 71 -75 25 42 69 -96 -87 -66 46 41 -37 -25 -43 31 60 84 -33 -53 -72 78 -58 =
30 -21 13 84 82 -78 33 5 76 -87 -39 -30 43 47 -76 12 -83 2 86 -14 17 -17 53 70 -85 -64 -37 -2 -49 70 67 72 -65 80 9 -17 -43 -72 58 4 -81 -68 66 -34 7 1 24 0 35 63 85 -37 25 -61 59 -12 -16 31 88 -63 -7 66 -32 51 87 36 14 1 -22 65 -72 41 -39 -64 81 79 46 -46 -60 64 56 -66 77 72 90 -80 -100 -40 1 74 71 76 -60 -13 -53 18 8 13 -77 14 >
25 65 26 -54 -19 -50 75 -24 91 -65 75 -1 -90 41 -2 -48 -70 -35 -71 64 49 -9 84 -74 -90 21 53 -23 23 89 94 84 8 -93 -8 25 83 -55 -73 -82 -95 -68 97 -92 8 10 58 34 26 30 -17 88 52 41 24 53 33 -35 65 55 89 -90 16 83 -57 71 79 -35 26 40 -37 51 62 -85 39 90 -83 19 8 69 48 27 11 -81 95 -58 6 67 -97 -91 32 46 -61 -64 -48 22 -9 -64 -79 -44 >
21 72 4 55 50 63 10 -3 -100 69 43 88 -85 -8 -48 43 -2 -5 -8 9 -67 -98 54 37 -50 89 41 -42 13 43 -94 -65 -20 30 -12 97 48 -14 -85 72 -59 -76 -67 35 25 22 -16 -94 -43 43 53 39 -50 9 78 -83 3 -50 42 27 47 -73 -38 59 -39 79 78 -29 60 13 -19 -35 -10 17 -91 -2 -57 -39 9 86 -32 -8 19 -72 69 75 -31 -61 43 -70 -19 -40 61 -59 76 5 13 10 -46 -31 <
-77 88 -14 58 -67 69 -84 59 72 0 58 -78 6 -7 -12 -93 95 -3 -79 36 -84 -61 46 28 -42 -11 -55 29 -76 -47 85 11 74 -100 94 -7 -60 36 -8 3 1 -50 83 84 3 -66 -2 65 79 -75 29 2 2 10 47 -87 94 -65 -86 54 88 66 -72 -23 -98 -46 -28 -37 -44 -97 -93 -55 67 -39 -18 90 20 -1 61 36 53 14 65 -78 54 -66 18 -81 -96 21 -81 97 78 50 8 54 60 -75 1 -30 >
0 -1 -70 84 -69 -86 -69 -39 -47 27 -95 -49 50 -64 -38 62 82 33 -76 29 -72 86 3 -18 18 -35 -47 -3 -58 82 25 27 -20 94 70 -60 82 87 2 44 -24 88 -49 76 39 -41 -43 42 3 28 71 16 49 93 22 13 -62 4 88 33 74 60 -60 88 48 -36 94 75 -21 65 38 5 -69 35 17 0 30 61 -87 -77 100 47 32 -79 23 -32 88 7 8 -27 -86 -100 70 -14 30 -65 48 25 48 -56 =
-37 34 -95 18 -3 -42 15 -55 10 63 -43 -72 35 64 74 44 55 -88 74 -2 85 8 8 -25 87 -99 77 -45 68 28 43 63 -90 -89 67 58 -52 -5 -10 -67 -10 -98 -11 -91 56 60 -51 -64 -52 -22 47 -18 -9 -24 -59 -18 -9 -40 10 52 -17 -46 -94 -77 22 -81 -87 -8 28 -54 10 72 -70 -13 38 44 28 -93 -69 -82 -23 33 -71 97 53 -31 -15 -23 58 2 97 -19 56 98 38 -55 93 64 73 8 =
-90 59 -5 16 2 28 -62 67 -38 -13 68 70 6 -39 24 34 -96 35 -78 -89 78 79 76 49 -21 21 64 25 -12 -13 -22 -2 -65 91 -25 100 -34 68 92 53 -90 -76 31 -55 -15 95 -10 79 85 -37 62 -90 -11 18 47 81 -94 -19 -68 -13 -50 -95 87 6 52 -96 -69 53 -21 -65 41 -67 -100 39 -35 -5 -92 57 90 2 60 -78 -46 19 -35 -17 33 -93 85 73 -10 -82 -39 81 65 -15 -84 98 -17 -24 >
-34 -79 18 39 -30 -99 -52 -10 55 -20 -48 79 12 -55 87 11 -97 35 -66 78 -13 -30 16 87 -24 -46 55 -87 19 -18 -61 2 -44 -40 42 -49 84 34 49 62 53 -56 24 77 5 -35 86 -47 -41 72 -92 7 -83 -95 77 -75 69 20 -22 40 59 55 51 65 -28 55 25 -22 83 7 11 75 68 -8 -75 11 -73 21 12 22 -9 64 -50 95 -24 -3 -44 -82 30 16 99 -10 -39 -20 -38 -66 87 -55 -75 -2 >
13 -48 98 -53 61 15 -12 -19 20 25 -52 -38 73 -77 -20 98 96 -24 15 58 12 19 -67 -39 94 85 -45 -65 17 -85 90 58 11 -60 4 -70 -85 100 -97 42 -43 61 -54 -12 -17 52 -87 26 -27 -88 71 100 -99 -29 17 94 47 20 53 -45 43 80 17 8 57 64 -43 -29 39 -13 50 46 55 50 41 56 45 -16 12 76 -80 26 45 76 21 69 -25 -76 82 -85 17 -3 33 -40 22 -5 21 15 -20 91 <
-69 -25 81 -14 65 -25 59 52 3 100 40 -58 -37 -82 -31 -48 -87 12 80 41 21 -25 31 -85 -81 -48 -14 -79 -52 -41 69 80 55 59 -13 11 63 -97 12 -52 -69 66 83 75 -97 58 -32 42 -6 63 -50 -77 7 -59 64 -66 36 94 89 6 72 85 87 17 -73 -3 60 -23 34 99 71 48 -31 79 -80 56 -50 -78 36 24 -13 -28 -2 69 -89 48 52 63 18 57 5 -58 66 -91 -68 55 -54 -67 -34 9 >
-44 56 -9 -28 -76 12 18 62 -97 -25 -26 39 47 10 -82 95 75 35 -26 40 74 13 -54 69 40 -32 83 49 1 95 47 -40 -77 -80 97 65 91 91 -96 -43 -14 -70 -19 -12 50 88 -37 -20 18 -82 4 73 -99 -26 -16 -30 -36 -39 89 85 98 -80 -25 25 -52 -23 58 -54 30 -90 -21 -62 -47 -63 71 30 -10 79 -71 71 10 -11 -37 -97 -41 -27 92 13 -19 -8 58 14 -24 83 -84 12 51 54 -38 -33 >
56 31 -79 -97 -42 40 78 88 45 22 -52 -26 -12 -26 -59 1 -8 49 -40 76 65 7 88 19 60 -4 63 -64 91 -76 55 80 -17 -5 -16 -46 -35 22 -98 20 8 51 1 -53 -8 -57 50 10 42 -61 4 -6 5 74 -37 24 57 72 -18 33 -93 -17 75 71 18 -76 -95 79 -71 -2 46 -76 -47 -72 71 -54 -28 64 -28 -34 -35 -76 -1 66 91 81 77 -8 3 80 -38 71 -85 -38 -97 -56 79 -62 35 -22 >
85 15 34 -33 100 -80 -26 -33 -8 1 92 -17 -70 9 -87 40 -78 -92 43 60 64 90 -81 -74 -45 82 11 46 -4 -77 -30 -81 30 -49 29 90 -96 -64 -45 -83 44 57 84 -49 80 68 -13 -64 12 62 -59 100 64 -42 98 58 -92 -31 -22 -53 -90 20 48 -86 -33 18 45 96 57 57 50 -73 -79 -22 98 95 -69 -24 92 81 97 17 66 0 62 94 95 45 -53 -76 -86 -74 9 -53 96 -17 37 -95 37 84 <
78 -70 -43 -86 -71 100 54 57 16 -94 -47 53 59 -76 -89 -55 8 28 -35 2 -5 -95 47 41 28 92 -78 -62 90 -16 58 68 -64 56 -72 95 8 -55 82 39 -3 -90 90 -96 89 0 29 65 45 -5 -89 31 52 36 83 10 -97 -82 -39 -55 94 40 74 50 -71 22 -71 92 -17 -62 -25 -13 -4 -23 22 62 50 -71 70 -57 -23 -48 25 56 -4 -11 -67 -5 -98 -37 26 95 49 -6 57 -31 10 54 -13 -77 =
-73 85 24 78 -20 56 58 46 -92 -74 -95 29 76 -45 99 -45 -85 65 6 -27 60 -60 -63 25 92 15 41 -82 41 -62 -58 -81 25 58 13 91 -45 17 7 11 -81 -45 -84 44 -55 73 -93 -3 -44 73 50 27 95 -11 -32 48 -94 -90 22 -7 43 -35 -87 -33 -48 -19 33 48 0 -54 32 -21 20 -26 -90 58 78 -70 -33 -28 96 -24 14 -97 -81 52 33 45 41 -25 -94 89 87 -83 37 -28 59 25 18 -45 >
-92 63 31 91 -51 24 -75 87 66 69 10 57 18 -31 25 46 -25 82 98 -71 34 31 63 42 -72 79 -3 92 -56 -81 -20 55 -9 41 69 70 67 -8 -5 37 -2 44 -46 -57 81 11 89 -22 -72 75 12 36 -13 -47 -12 90 35 -11 40 -31 -28 -35 -50 -83 -54 27 72 -76 -17 -89 33 -66 -53 65 43 -16 84 -2 -75 7 43 -21 -10 87 -22 -31 -17 -68 -36 -21 -93 -2 38 -94 7 -34 -71 -89 92 -94 >
